原文: 第四章  爆裂  positive_prob: 0.526412  confidence: 0.471761  negative_prob: 0.473588  sentiment: 1.000000  
 原文:     草薙本想问在做什么试验，但接着又打消了这个念头——还是不问的好，反正自己也理解不了，省得问完了又后悔。  positive_prob: 0.030655  confidence: 0.931878  negative_prob: 0.969345  sentiment: 0.000000  
 原文:     “听说您是为藤川君的事情来的。松口先开口了，似乎并不想浪费时间。  positive_prob: 0.150107  confidence: 0.666428  negative_prob: 0.849893  sentiment: 0.000000  
 原文:     “松田先生知道这件事情吗？”  positive_prob: 0.264389  confidence: 0.412468  negative_prob: 0.735611  sentiment: 0.000000  
 原文:     面对草薙的询问，他点了点头。  positive_prob: 0.344062  confidence: 0.235418  negative_prob: 0.655938  sentiment: 0.000000  
 原文:     “我昨天看新闻的时候还没注意到，但是今天早上有一个毕业的学生特意给我打电话说起这件事，我才想起来。”松田转向汤川的一边，“横森教授刚才也说起了这件事。”  positive_prob: 0.163306  confidence: 0.637098  negative_prob: 0.836694  sentiment: 0.000000  
 原文:     “在他告诉我之前，我也不知道这起事件的被害者就是我们学校的毕业生。”  positive_prob: 0.334530  confidence: 0.256599  negative_prob: 0.665470  sentiment: 0.000000  
 原文:     汤川对松田说：“想必横森教授也非常震惊吧？”  positive_prob: 0.341044  confidence: 0.242124  negative_prob: 0.658956  sentiment: 0.000000  
 原文:     “嗯，因为不仅是死者的毕业研究，就连找工作的事也和他有关系。”  positive_prob: 0.624411  confidence: 0.165358  negative_prob: 0.375589  sentiment: 2.000000  
 原文:     “请问，”草薙插话说，“横森教授是谁？”  positive_prob: 0.094672  confidence: 0.789619  negative_prob: 0.905328  sentiment: 0.000000  
 原文:     “他是我们学校的教授。”松田答道。  positive_prob: 0.537062  confidence: 0.258756  negative_prob: 0.462938  sentiment: 1.000000  
 原文:     他说，藤川雄一读四年级的时候，横森教授担任就业指导老师。  positive_prob: 0.632308  confidence: 0.182906  negative_prob: 0.367692  sentiment: 2.000000  
 原文:     草薙问松田：“您和藤川最近见过面吗？”  positive_prob: 0.144482  confidence: 0.678928  negative_prob: 0.855518  sentiment: 0.000000  
 原文:     “上个月他来过。”  positive_prob: 0.519959  confidence: 0.600812  negative_prob: 0.480041  sentiment: 1.000000  
 原文:     果真如此，草薙想。  positive_prob: 0.416666  confidence: 0.074075  negative_prob: 0.583334  sentiment: 0.000000  
 原文:     “是什么时候？”  positive_prob: 0.356420  confidence: 0.207955  negative_prob: 0.643580  sentiment: 0.000000  
 原文:     “应该是中旬。”  positive_prob: 0.388393  confidence: 0.136904  negative_prob: 0.611607  sentiment: 0.000000  
 原文:     “他来干什么？”  positive_prob: 0.276375  confidence: 0.385834  negative_prob: 0.723625  sentiment: 0.000000  
 原文:     “我感觉他没什么特别的目的，就是随意来玩的。毕业后再来这儿的学生挺多，我也没有特别留意。”  positive_prob: 0.275463  confidence: 0.387859  negative_prob: 0.724537  sentiment: 0.000000  
 原文:     “你们都谈了些什么？”  positive_prob: 0.146567  confidence: 0.674295  negative_prob: 0.853433  sentiment: 0.000000  
 原文:     “谈什么来着，”松田略微想了一下，再次扬起脸，“想起来了，是关于工作的事情，他说他辞职了。”  positive_prob: 0.411064  confidence: 0.086525  negative_prob: 0.588936  sentiment: 0.000000  
 原文:     “这个我知道。那个公司是叫尼西娜工程吧。”  positive_prob: 0.275528  confidence: 0.387717  negative_prob: 0.724472  sentiment: 0.000000  
 原文:     “嗯。虽然规模小，但我觉得它是个很不错的公司，”说完松田看着汤川，“横森教授很关心这件事。”  positive_prob: 0.801420  confidence: 0.558711  negative_prob: 0.198580  sentiment: 2.000000  
 原文:     “原米如此。”汤川点了点头。  positive_prob: 0.251082  confidence: 0.442040  negative_prob: 0.748918  sentiment: 0.000000  
 原文:     “什么事情？”  positive_prob: 0.210904  confidence: 0.531324  negative_prob: 0.789096  sentiment: 0.000000  
 原文:     “剩下的由我来说吧。”汤川闭上了一只眼睛。  positive_prob: 0.309276  confidence: 0.312719  negative_prob: 0.690724  sentiment: 0.000000  
 原文:     草薙轻微叹了口气，把目光重新投向松田。  positive_prob: 0.142292  confidence: 0.683796  negative_prob: 0.857708  sentiment: 0.000000  
 原文:     “关于辞职这件事，藤川先生说了些什么？”  positive_prob: 0.309550  confidence: 0.312110  negative_prob: 0.690450  sentiment: 0.000000  
 原文:     “他没说具体的，我们也不好过问。他说要重新找工作，横森教授说了些让他先安下心，如果有什么为难的事再来找他商量之类的话。”  positive_prob: 0.159231  confidence: 0.646154  negative_prob: 0.840769  sentiment: 0.000000  
 原文:     松田补充说，那天没再说起具体的就职单位之类的话，之后，藤川便没了音讯。  positive_prob: 0.387263  confidence: 0.139415  negative_prob: 0.612737  sentiment: 0.000000  
 原文:     “这么说，从那天起，藤川先生就没有再来过这里了。”  positive_prob: 0.397418  confidence: 0.116848  negative_prob: 0.602582  sentiment: 0.000000  
 原文:     “是的。”  positive_prob: 0.486108  confidence: 0.722167  negative_prob: 0.513892  sentiment: 1.000000  
 原文:     “奇怪啊，”汤川说，“上个月末他应该也来过才对。”  positive_prob: 0.271201  confidence: 0.397332  negative_prob: 0.728799  sentiment: 0.000000  
 原文:     “没有，至少我没见过他。”松田说。  positive_prob: 0.169569  confidence: 0.623180  negative_prob: 0.830431  sentiment: 0.000000  
 原文:     草薙拿出了那张照片。松田看了照片，一脸惊讶。  positive_prob: 0.237425  confidence: 0.472388  negative_prob: 0.762575  sentiment: 0.000000  
 原文:     “这是停车场吧，这张照片是什么意思啊？”  positive_prob: 0.127973  confidence: 0.715615  negative_prob: 0.872027  sentiment: 0.000000  
 原文:     “是在藤川先生房间里发现的，照相日期是8月30日。”  positive_prob: 0.484891  confidence: 0.697818  negative_prob: 0.515109  sentiment: 1.000000  
 原文:     “真是这样。”松田揣摩着，“他为什么要拍这样的照片呢？”  positive_prob: 0.251447  confidence: 0.441229  negative_prob: 0.748553  sentiment: 0.000000  
 原文:     “在这个太学里，藤川先生还可能顺便去别的什么地方吗？”  positive_prob: 0.218150  confidence: 0.515222  negative_prob: 0.781850  sentiment: 0.000000  
 原文:     “他没加入过社团，我也不太清楚在留级组或者研究生那里，他是不是有熟人。别的我就不知道。”  positive_prob: 0.239341  confidence: 0.468131  negative_prob: 0.760659  sentiment: 0.000000  
 原文:     “是这样啊，”草薙把照片收起来，“那位横森教授今天在吗？”  positive_prob: 0.071166  confidence: 0.841853  negative_prob: 0.928834  sentiment: 0.000000  
 原文:     “上午在，下午出去了。今天可能不回来了。”  positive_prob: 0.307364  confidence: 0.316969  negative_prob: 0.692636  sentiment: 0.000000  
 原文:     “那我只好改天拜访了。”草薙朝汤川使了个眼色，汤川起身。  positive_prob: 0.448670  confidence: 0.002956  negative_prob: 0.551330  sentiment: 0.000000  
 原文:     “我没帮上您什么忙，真不好意思。”松田很抱歉地说。  positive_prob: 0.480199  confidence: 0.603982  negative_prob: 0.519801  sentiment: 1.000000  
 原文:     “您还能为这件事提供什么线索吗？很小的线索也行。”  positive_prob: 0.528084  confidence: 0.438323  negative_prob: 0.471916  sentiment: 1.000000  
 原文:     面对草薙的询问，松田似乎以他自己的方式努力想着，但最后还是摇了摇头。  positive_prob: 0.279104  confidence: 0.379769  negative_prob: 0.720896  sentiment: 0.000000  
 原文:     “藤川是个很老实认真的学生，我觉得他不应该会做遭人忌恨的事，也不应该会有把他杀了得好处的人。”  positive_prob: 0.189288  confidence: 0.579360  negative_prob: 0.810712  sentiment: 0.000000  
 原文:     草薙点点头，行了个礼站了起来。这到他的目光落到了附近的垃圾箱里。那里有扔掉的新闻报纸，他把报纸拾了起来。  positive_prob: 0.150702  confidence: 0.665106  negative_prob: 0.849298  sentiment: 0.000000  
 原文:     “您对这件事有兴趣吗？”草薙把新闻递给松田看。报纸上登载着湘南海上的那次爆炸事件。  positive_prob: 0.105093  confidence: 0.766461  negative_prob: 0.894907  sentiment: 0.000000  
 原文:     “这张报纸是横森教授带来的。”松田说，“不过那件事也真是太不可思议了。”  positive_prob: 0.282115  confidence: 0.373079  negative_prob: 0.717886  sentiment: 0.000000  
 原文:     “你怎么看那件事？”汤川问。  positive_prob: 0.218141  confidence: 0.515242  negative_prob: 0.781859  sentiment: 0.000000  
 原文:     “嗯，找不到什么线索。要是炸药的话，那就是化学专家们的事了。”  positive_prob: 0.288125  confidence: 0.359721  negative_prob: 0.711875  sentiment: 0.000000  
 原文:     “尼西娜工程主要接受配管设备订货。你可别把配管想象成普通的水管、下水道之类的。他们负责的，是火力发电所、原子能发电所的热交换配管设备。横森教授是该公司的联名技术顾问。要是有学生想进这家公司，应谖台给他打电话拜托吧。”从第五研究室出来，汤川说。  positive_prob: 0.052506  confidence: 0.883321  negative_prob: 0.947494  sentiment: 0.000000  
 原文:     “这么说，藤川进那家公司是受到教授关照了？”  positive_prob: 0.371641  confidence: 0.174130  negative_prob: 0.628359  sentiment: 0.000000  
 原文:     “虽然太多数人都这样想，但也有相反的可能。”  positive_prob: 0.490662  confidence: 0.813233  negative_prob: 0.509338  sentiment: 1.000000  
 原文:     “怎么讲？”  positive_prob: 0.326051  confidence: 0.275442  negative_prob: 0.673949  sentiment: 0.000000  
 原文:     “尼西娜工程没准还反过来拜托教授给它介绍优秀的学生呢。即便是在找工作很难的今天，知名度低的公司也还是招不到优秀学生的啊。”  positive_prob: 0.203055  confidence: 0.548768  negative_prob: 0.796945  sentiment: 0.000000  
 原文:     “教授推荐的应该都是不错的公司。不过，最重要的还是本人的意思，是吧？”  positive_prob: 0.625468  confidence: 0.167706  negative_prob: 0.374532  sentiment: 2.000000  
 原文:     ‘这就是比较悲惨的地方。虽说是大学四年级的学生，但骨子里还是个孩子，自己应该进什么样的公司  做什么样的工作，真正清楚的还是少数，所以一旦被教授硬性推荐的话，应该也有糊里糊涂进公司的人。不过，藤川是不是这样我倒也不太清楚。”  positive_prob: 0.294736  confidence: 0.345031  negative_prob: 0.705264  sentiment: 0.000000  
 原文:     “刚工作两年就辞职，原因也可能在这里。”  positive_prob: 0.333174  confidence: 0.259614  negative_prob: 0.666826  sentiment: 0.000000  
 原文:     两个人从大楼出来，绕了停车场一周。停车场基本上是正方形的，被网状物包围着，但出入似乎很自由。现在这里停了13辆车。  positive_prob: 0.707551  confidence: 0.350113  negative_prob: 0.292449  sentiment: 2.000000  
 原文:     “基本上是不让学生停车的。要是让他们在这儿停，这里早就占满了。现在的学生也真奢侈。”汤川说。  positive_prob: 0.587095  confidence: 0.082434  negative_prob: 0.412905  sentiment: 2.000000  
 原文:     草薙一边拿着照片与实物进行比较，一边移动着步伐。藤川照相的地方似乎是夹道对面的大楼。  positive_prob: 0.227592  confidence: 0.494241  negative_prob: 0.772408  sentiment: 0.000000  
 原文:     “老师，您在干什么呢？”一个人走近汤川问道。他的长发绑在脑后面，“您准备在车上摘点恶作剧吗？”  positive_prob: 0.173575  confidence: 0.614278  negative_prob: 0.826425  sentiment: 0.000000  
 原文:     “我没有车，现在想买一部了，所以在停车场看看别人的车，考虑一下买哪一种好。哪种好呢？”汤川张望着停车场的车问道。  positive_prob: 0.620150  confidence: 0.155889  negative_prob: 0.379850  sentiment: 2.000000  
 原文:     学生很快地扫视了一遍说：“木岛老师的车是宝马，横森老师的车是奔驰。现在好像哪个都不在停车场啊。”  positive_prob: 0.644727  confidence: 0.210505  negative_prob: 0.355273  sentiment: 2.000000  
 原文:     草薙看看照片，几辆停着的车中，的确有宝马和奔驰。  positive_prob: 0.609309  confidence: 0.131797  negative_prob: 0.390691  sentiment: 2.000000  
 原文:     他给学生看那张照片。  positive_prob: 0.457799  confidence: 0.155981  negative_prob: 0.542201  sentiment: 1.000000  
 原文:     “对，这两辆是老师们的新车。”学生很开心地说，然后歪着头沉思起来。“这张照片，是不是那时候拍的？”  positive_prob: 0.471053  confidence: 0.421061  negative_prob: 0.528947  sentiment: 1.000000  
 原文:     “那时候指的是？”  positive_prob: 0.400641  confidence: 0.109688  negative_prob: 0.599359  sentiment: 0.000000  
 原文:     “什么时候来着？嗯，一个陌生的男人，用照相机拍这一带，啊，好像是上个月的30日。”  positive_prob: 0.706163  confidence: 0.347030  negative_prob: 0.293837  sentiment: 2.000000  
 原文:     草薙和汤川对视了一下，然后立即又拿出另一张照片，是藤川雄一的照片。  positive_prob: 0.245425  confidence: 0.454611  negative_prob: 0.754575  sentiment: 0.000000  
 原文:     “是不是这个人？”草薙问。  positive_prob: 0.177371  confidence: 0.605842  negative_prob: 0.822629  sentiment: 0.000000  
 原文:     学生看了照片，轻轻地点点头。  positive_prob: 0.435354  confidence: 0.032547  negative_prob: 0.564646  sentiment: 0.000000  
 原文:     “感觉差不多，但我不敢肯定。”  positive_prob: 0.222156  confidence: 0.506319  negative_prob: 0.777844  sentiment: 0.000000  
 原文:     “他除了照相之外，还做什么了？”  positive_prob: 0.333568  confidence: 0.258739  negative_prob: 0.666432  sentiment: 0.000000  
 原文:     “做什么了？我没特意看，也记不得了，但他和我说话了。”  positive_prob: 0.435207  confidence: 0.032874  negative_prob: 0.564793  sentiment: 0.000000  
 原文:     “哦？和你？”  positive_prob: 0.393455  confidence: 0.125655  negative_prob: 0.606545  sentiment: 0.000000  
 原文:     “啊，他问起了老师的车。”  positive_prob: 0.649706  confidence: 0.221570  negative_prob: 0.350294  sentiment: 2.000000  
 原文:     “老师的车？”  positive_prob: 0.506166  confidence: 0.876686  negative_prob: 0.493834  sentiment: 1.000000  
 原文:     “他问我，哪辆是横森教授的车。我告诉他说，是那辆绿色的奔驰。”  positive_prob: 0.540624  confidence: 0.187511  negative_prob: 0.459376  sentiment: 1.000000  
 原文:     草薙看看汤川。年轻的教授一边摸着下巴，一边把目光投向了远方。  positive_prob: 0.511877  confidence: 0.762456  negative_prob: 0.488123  sentiment: 1.000000  
 原文:     4  positive_prob: 0.483398  confidence: 0.667959  negative_prob: 0.516602  sentiment: 1.000000  
 原文:     藤川雄一的房间里有两个书架，都是用钢铁材料制成的，与草薙一般高，密密麻麻地摆放着技术类的书和科学杂志，基本上都是大学时用的，但高中时用的参考书、教科书也居然还在，着实令草薙非常吃惊。书架上也有考大学时用的习题集。摆放得非常漂亮整齐。可以看出，藤川并不是忘了扔，而是为了保存自己学习的历史，故意没有扔掉。  positive_prob: 0.820884  confidence: 0.601965  negative_prob: 0.179116  sentiment: 2.000000  
 原文:     世界上还有这样古怪的人啊。草薙改变了对藤川的印象。  positive_prob: 0.452869  confidence: 0.057381  negative_prob: 0.547131  sentiment: 1.000000  
 原文:     在知道自己被大学录取的第二天，草薙就把所有和考试有关的书全部在院子里烧掉了。  positive_prob: 0.398991  confidence: 0.113353  negative_prob: 0.601009  sentiment: 0.000000  
 原文:     “没什么特别的线索啊。”下属根岸刑警在草薙的身后说。他在搜查藤川书桌的抽屉。  positive_prob: 0.227414  confidence: 0.494636  negative_prob: 0.772586  sentiment: 0.000000  
 原文:     “没找到什么能看出他想找什么样工作的东西吗？”草薙在床上盘着腿，仰头看书架。两人正在寻找的是公司简介或求职杂志类的东西。  positive_prob: 0.182890  confidence: 0.593577  negative_prob: 0.817110  sentiment: 0.000000  
 原文:     从发现尸体的那天起，已经过两天了。今天中午，草薙和根岸一同去了两个地方打探消息，一个是尼西娜工程的川崎工厂，那是到7月份为止藤川工作的地点。  positive_prob: 0.437857  confidence: 0.026984  negative_prob: 0.562143  sentiment: 0.000000  
 原文:     “他是突然想辞职的，跟谁都没商量，”这位圆脸的科长，嘴有点突出，“也不知道什么时候准备好的，他就把辞职信递到我面前。‘科长，请盖章吧。’就是这样的。”  positive_prob: 0.231419  confidence: 0.485736  negative_prob: 0.768581  sentiment: 0.000000  
 原文:     “理由呢？”  positive_prob: 0.262893  confidence: 0.415794  negative_prob: 0.737107  sentiment: 0.000000  
 原文:     “理由……按他本人说，是不适合现在的工作，大致是这个意思。我的想法是，别逗了，现在也不是想做什么就能做什么啊。他的工作是搞设计。大楼还有一些空调设备，今年4月份公司内部有一个大幅度的调整，他就干这个。你问他原来的工作啊，是工厂设备开发，但基本上工作内容应该没有什么大的变化，总之他太任性了。我很生气，说如果你那么想辞职，就请便。我给他盖章了。”  positive_prob: 0.025128  confidence: 0.944160  negative_prob: 0.974872  sentiment: 0.000000  
 原文:     和藤川关系最好的同事，也说了类似的话，“他从一开始似乎就对这个公司不太满意，4月份换了职位之后，这种不满就更强烈了。感觉他没有干劲，我也不太清楚是怎么回事。”  positive_prob: 0.052076  confidence: 0.884276  negative_prob: 0.947924  sentiment: 0.000000  
 原文:     第二个要见的是帝都大学的横森教授。因为研究会，横森教授出入在新宿的宾馆。他们是在休息室见的面。  positive_prob: 0.497626  confidence: 0.952521  negative_prob: 0.502374  sentiment: 1.000000  
 原文:     “的确是我劝说藤川君进尼西娜工程的，”身材矮小、秃顶的教授用略微高亢的声音说，“但是，我可没有强烈推荐，我只是给过他建议，如果他想做与毕业研究论文题目——选择热交换系统——相近的研究，那个公司可以试试看。”由于意外地感觉受到了微妙的怀疑，教授有点故意挺起胸膛说话。  positive_prob: 0.941595  confidence: 0.870210  negative_prob: 0.058405  sentiment: 2.000000  
 原文:     “上个月的中旬，藤川先生造访过您的研究室，那时候你们谈了些什么？”草薙问。  positive_prob: 0.305934  confidence: 0.320147  negative_prob: 0.694066  sentiment: 0.000000  
 原文:     “没说什么要紧的。他道歉说好不容易得到的工作又辞掉了，真是对不起。我说那就算了吧，你赶紧找下一个工作吧。”  positive_prob: 0.036692  confidence: 0.918461  negative_prob: 0.963308  sentiment: 0.000000  
 原文:     “只说了这些吗？”  positive_prob: 0.187700  confidence: 0.582889  negative_prob: 0.812300  sentiment: 0.000000  
 原文:     “对，不行吗？”横森教授明显不快。  positive_prob: 0.043222  confidence: 0.903951  negative_prob: 0.956778  sentiment: 0.000000  
 原文:     最后草薙说了藤川在停车场拍照并找横森教授车的事，问教授是否有什么线索。  positive_prob: 0.482790  confidence: 0.655810  negative_prob: 0.517209  sentiment: 1.000000  
 原文:     “完全不知道有什么线索，我也不知道他为什么这么做。”身材矮小的教授回答道。  positive_prob: 0.145734  confidence: 0.676146  negative_prob: 0.854266  sentiment: 0.000000  
 原文:     打探了这些消息之后，草薙两人再次来到了藤川的房间寻找他辞职的理由——他辞职之后想要做什么？  positive_prob: 0.179560  confidence: 0.600977  negative_prob: 0.820440  sentiment: 0.000000  
 原文:     但没有找到线索。  positive_prob: 0.452864  confidence: 0.057278  negative_prob: 0.547136  sentiment: 1.000000  
 原文:     草薙叹着气，站了起来，然后进厕所方便。在浴室设备的上面有晾衣竿，游泳裤晾在那里，已经干了。他是不是游过泳啊？草薙迷迷糊糊地想。  positive_prob: 0.058143  confidence: 0.870793  negative_prob: 0.941857  sentiment: 0.000000  
 原文:     从现场检验来看，犯人应该是熟人。室内没有厮打的痕迹，犯人是从背后击打藤川后脑勺的。普遍认为，是藤川没有对其进行防备。留在现场的凶器是四公斤重的铁制哑铃，已经确认是藤川的物品，也就是说，犯人是因为某种理由，冲动地实施了犯罪。  positive_prob: 0.091170  confidence: 0.797399  negative_prob: 0.908830  sentiment: 0.000000  
 原文:     虽然犯罪行为是冲动的，但料理起后事来，犯人却相当地冷静。他将各处的指纹全都处理掉了，连床也打扫过，可能是怕留下头发。为了尽量延迟尸体被发现的时间，他打开了空调，以便减缓尸体腐烂的速度。但具有讽刺意味的是，正是因为空调漏水，结果让尸体更早地被发现了。  positive_prob: 0.136789  confidence: 0.696024  negative_prob: 0.863211  sentiment: 0.000000  
 原文:     草薙方便之后洗手的时候，看见脚下有一张小纸片，便弯腰将它捡了起来。  positive_prob: 0.635737  confidence: 0.190526  negative_prob: 0.364263  sentiment: 2.000000  
 原文:     这是张咖啡店的收据。  positive_prob: 0.483694  confidence: 0.673873  negative_prob: 0.516306  sentiment: 1.000000  
 原文:     他很失望，看起来这和案情没有什么关联，上面的日期是在案件发生以前的。  positive_prob: 0.004905  confidence: 0.989100  negative_prob: 0.995095  sentiment: 0.000000  
 原文:     当草薙想把纸片放到洗脸台上的时候，他的手停住了。他被收据上印刷的咖啡厅的地址吸引了。  positive_prob: 0.179892  confidence: 0.600239  negative_prob: 0.820108  sentiment: 0.000000  
 原文:     那个地点在湘南海岸附近。草薙有亲戚在那里，对那一带的地名很熟悉。而且，收据上的日期是——没错，就是爆炸事件发生的当天！  positive_prob: 0.319394  confidence: 0.290235  negative_prob: 0.680606  sentiment: 0.000000  
 原文:     5  positive_prob: 0.533895  confidence: 0.322100  negative_prob: 0.466105  sentiment: 1.000000  
 原文:     虽然感觉有客人进来了，但是长江秀树还是埋头于体育新闻中。他想，反正都是随便逛逛不买货的人，也没有什么贵重的东西，并不担心被偷。就算被偷了，东西也不是他的，正好他有点讨厌店主。  positive_prob: 0.082874  confidence: 0.815836  negative_prob: 0.917126  sentiment: 0.000000  
 原文:     “波浪”这个卖纪念品的小店，主要卖廉价的太阳镜、水皮球、海滨凉鞋等，就在前些日子，还有大批的年轻男女天真烂漫地徘徊在店中。  positive_prob: 0.279561  confidence: 0.378752  negative_prob: 0.720439  sentiment: 0.000000  
 原文:     但他现在闲得发慌。海水浴的时令已过，人少是理所当然的。  positive_prob: 0.318729  confidence: 0.291714  negative_prob: 0.681271  sentiment: 0.000000  
 原文:     “即使是那样。也比以往提早了十天。”店主嘟囔着。  positive_prob: 0.685087  confidence: 0.300193  negative_prob: 0.314913  sentiment: 2.000000  
 原文:     实际上按长江以往的经验，现在马路对面的海滩上也应该有稀稀落落的游客。  positive_prob: 0.335993  confidence: 0.253350  negative_prob: 0.664007  sentiment: 0.000000  
 原文:     今年实在太冷清了。  positive_prob: 0.094795  confidence: 0.789344  negative_prob: 0.905205  sentiment: 0.000000  
 原文:     原因很简单，就是前些日子的爆炸事件。  positive_prob: 0.694939  confidence: 0.322087  negative_prob: 0.305061  sentiment: 2.000000  
 原文:     虽然冒出的火柱把正在享受海水浴乐趣的女人炸死了，而原因至今不明。想去洗海水浴的人都被吓坏了。长江本人也尽量不去那片悔域，因为现在甚至都有埋地雷的传闻了。  positive_prob: 0.340981  confidence: 0.242265  negative_prob: 0.659019  sentiment: 0.000000  
 原文:     “今年的生意恐怕是不行了。”店主说。长江对此也有同感。  positive_prob: 0.126427  confidence: 0.719050  negative_prob: 0.873573  sentiment: 0.000000  
 原文:     在他翻看体育新闻的州候，有一个人迅速站到了前面，在收银台上放了什么东西。那是一个小钥匙扣，店里卖的商品。  positive_prob: 0.463660  confidence: 0.273207  negative_prob: 0.536340  sentiment: 1.000000  
 原文:     “欢迎光临。”长江放下报纸，慌忙把金额打入收银机。钥匙扣是450日元。  positive_prob: 0.460729  confidence: 0.214579  negative_prob: 0.539271  sentiment: 1.000000  
 原文:     “看起来很清闭啊。”客人一边付钱一边说。  positive_prob: 0.401838  confidence: 0.107026  negative_prob: 0.598162  sentiment: 0.000000  
 原文:     来客是个三十岁左右的男子，高个子，戴着太阳镜，身着阿玛尼翻领衬衫。从基本上没被硒黑的脸就可以看出，他平时不怎么来海边。  positive_prob: 0.223682  confidence: 0.502928  negative_prob: 0.776318  sentiment: 0.000000  
 原文:     “是啊。”长江把钥匙扣放在袋子里，连同找的零钱一起递给了他。  positive_prob: 0.658437  confidence: 0.240971  negative_prob: 0.341563  sentiment: 2.000000  
 原文:     “还在受爆炸事件的影响吧？”  positive_prob: 0.169778  confidence: 0.622716  negative_prob: 0.830222  sentiment: 0.000000  
 原文:     “不是这个又能是什么！”长江的回答有点生硬。他想，怎么又提这件事了。  positive_prob: 0.015292  confidence: 0.966018  negative_prob: 0.984708  sentiment: 0.000000  
 原文:     “我是来问这附近有没有咖啡厅的，”客人用大拇指指向东边，“那时候，你好像就在附近啊。”  positive_prob: 0.520078  confidence: 0.598438  negative_prob: 0.479922  sentiment: 1.000000  
 原文:     长江抬起头，想看清男子的眼睛，但是由于太阳镜的颜色很深，看不到里面。那人的表情让人琢磨不透。  positive_prob: 0.323127  confidence: 0.281941  negative_prob: 0.676873  sentiment: 0.000000  
 原文:     “你是警察吗？”长江问。因为这件事他已经接受过好几次调查了。  positive_prob: 0.147663  confidence: 0.671861  negative_prob: 0.852337  sentiment: 0.000000  
 原文:     “不，我是……”男子拿出了名片。  positive_prob: 0.106420  confidence: 0.763512  negative_prob: 0.893580  sentiment: 0.000000  
 原文:     看到名片上印的头衔，长江有点惊讶。  positive_prob: 0.678424  confidence: 0.285387  negative_prob: 0.321576  sentiment: 2.000000  
 原文:     “没想到物理学的教授也到这里来了。”  positive_prob: 0.654056  confidence: 0.231235  negative_prob: 0.345944  sentiment: 2.000000  
 原文:     “能不能给我讲讲那时候的事情呢？不会占用你太多时间的。”  positive_prob: 0.285456  confidence: 0.365654  negative_prob: 0.714544  sentiment: 0.000000  
 原文:     “算了吧，我的话就是说了，对你也没有什么参考价值。警察也都是摆出一副惊讶的面孔。”  positive_prob: 0.051785  confidence: 0.884922  negative_prob: 0.948215  sentiment: 0.000000  
 原文:     “你看到什么奇怪的东西了吗？”  positive_prob: 0.075986  confidence: 0.831143  negative_prob: 0.924014  sentiment: 0.000000  
 原文:     “当然奇怪了！突然在那种地方发生爆炸当然很奇怪！”  positive_prob: 0.244087  confidence: 0.457585  negative_prob: 0.755913  sentiment: 0.000000  
 原文:     “爆炸时是什么样的景象？”  positive_prob: 0.155900  confidence: 0.653556  negative_prob: 0.844100  sentiment: 0.000000  
 原文:     “怎么说好呢，就是变然从海里面喷出火来，水花飞溅，好几十米高，感觉像什么东西裂开了。”  positive_prob: 0.380559  confidence: 0.154314  negative_prob: 0.619441  sentiment: 0.000000  
 原文:     “裂开？”  positive_prob: 0.318274  confidence: 0.292725  negative_prob: 0.681726  sentiment: 0.000000  
 原文:     “嗯。之后，发生了更加不可思议的事，虽然谁都不肯相信我说的话。”  positive_prob: 0.243100  confidence: 0.459778  negative_prob: 0.756900  sentiment: 0.000000  
 原文:     “发生了什么？”  positive_prob: 0.204400  confidence: 0.545778  negative_prob: 0.795600  sentiment: 0.000000  
 原文:     “细小的火珠在海面滑走并扩散，就好像有生命一样。”  positive_prob: 0.471328  confidence: 0.426562  negative_prob: 0.528672  sentiment: 1.000000  
 原文:     “在海面滑走……嗯，”男子用手指推了一下太阳镜的中央部分，“与火星飞溅不一样，是吧？”  positive_prob: 0.329358  confidence: 0.268095  negative_prob: 0.670643  sentiment: 0.000000  
 原文:     “完全不一样，因为，在中间滴溜溜转着改变方向的，只能是珠子。”  positive_prob: 0.296894  confidence: 0.340235  negative_prob: 0.703106  sentiment: 0.000000  
 原文:     “颜色呢？”  positive_prob: 0.308001  confidence: 0.315553  negative_prob: 0.691999  sentiment: 0.000000  
 原文:     “啊？”  positive_prob: 0.391731  confidence: 0.129486  negative_prob: 0.608269  sentiment: 0.000000  
 原文:     “颜色，什么颤色的？”  positive_prob: 0.203347  confidence: 0.548117  negative_prob: 0.796653  sentiment: 0.000000  
 原文:     “嗯……”长江想起了当时的情形，“黄色的。”  positive_prob: 0.502046  confidence: 0.959085  negative_prob: 0.497954  sentiment: 1.000000  
 原文:     “原来如此，”男子点点头，对长江的回答似乎很满意，“黄色是吧？”  positive_prob: 0.527898  confidence: 0.442034  negative_prob: 0.472102  sentiment: 1.000000  
 原文:     “警察都说是我的错觉……”  positive_prob: 0.346932  confidence: 0.229040  negative_prob: 0.653068  sentiment: 0.000000  
 原文:     “但不是错觉。”  positive_prob: 0.127282  confidence: 0.717152  negative_prob: 0.872718  sentiment: 0.000000  
 原文:     “嗯，”长江点头，“不相信我的话也无所谓。”  positive_prob: 0.409472  confidence: 0.090063  negative_prob: 0.590528  sentiment: 0.000000  
 原文:     “不，我相信。”男子把装有钥匙扣的袋子放入衣兜，“真不好意思，在上班时间打扰你了。”  positive_prob: 0.312126  confidence: 0.306386  negative_prob: 0.687874  sentiment: 0.000000  
