原文: 第一章  预知梦  positive_prob: 0.539501  confidence: 0.209972  negative_prob: 0.460499  sentiment: 1.000000  
 原文:     不过他的声援并没有起到什么作用，右边的队伍还是输了个干净利落。  positive_prob: 0.746626  confidence: 0.436946  negative_prob: 0.253374  sentiment: 2.000000  
 原文:     汤川回过头笑：“别忘了请大家喝果汁啊。”  positive_prob: 0.379478  confidence: 0.156715  negative_prob: 0.620522  sentiment: 0.000000  
 原文:     “这都是你指示他们故意输的吧。”  positive_prob: 0.325036  confidence: 0.277699  negative_prob: 0.674964  sentiment: 0.000000  
 原文:     “你觉得是那样吗？”  positive_prob: 0.157820  confidence: 0.649288  negative_prob: 0.842180  sentiment: 0.000000  
 原文:     “难道不是吗？”  positive_prob: 0.046785  confidence: 0.896033  negative_prob: 0.953215  sentiment: 0.000000  
 原文:     “那我想问你一个问题，为什么说腰沉下去好？”  positive_prob: 0.140402  confidence: 0.687995  negative_prob: 0.859598  sentiment: 0.000000  
 原文:     “当然是因为那样比较稳，稳就客易叉开腿用上劲。”  positive_prob: 0.945416  confidence: 0.878702  negative_prob: 0.054584  sentiment: 2.000000  
 原文:     但是汤川摇了摇头。  positive_prob: 0.462045  confidence: 0.240897  negative_prob: 0.537955  sentiment: 1.000000  
 原文:     “错！拔河的时候，将腰的位置抬高，更容易站牢。”  positive_prob: 0.660710  confidence: 0.246023  negative_prob: 0.339290  sentiment: 2.000000  
 原文:     “不会吧？”  positive_prob: 0.099890  confidence: 0.778022  negative_prob: 0.900110  sentiment: 0.000000  
 原文:     “你想一想，比起拉一个位于高处的东西，拉一个位于低处的东西时，脚与地面的作用力更大吧？甩专业术语来说，就是垂直抵抗力增强，最大摩擦力也增强，也就是说，脚的蹬力能发挥最大的作用。如果对方不改变高度的话，只要将自己这边的重心提高就行了。”  positive_prob: 0.516361  confidence: 0.672771  negative_prob: 0.483638  sentiment: 1.000000  
 原文:     “明白了吧？”汤川又问。  positive_prob: 0.374318  confidence: 0.168183  negative_prob: 0.625682  sentiment: 0.000000  
 原文:     草薙在头脑中反复品味着他的话，结果想得有些轻微头痛。他晃了晃脑袋：“反正我又不用参加运动会。”  positive_prob: 0.125189  confidence: 0.721803  negative_prob: 0.874811  sentiment: 0.000000  
 原文:     汤川不出声地笑了，他拍着草薙的肩转向学生们：“大家把屋子收拾一下，我再给他补一节物理课。”  positive_prob: 0.098632  confidence: 0.780817  negative_prob: 0.901368  sentiment: 0.000000  
 原文:     汤川不出声地笑了，他拍着草薙的肩转向学生们：“大家把屋子收拾一下，我再给他补一节物理课。”  positive_prob: 0.098632  confidence: 0.780817  negative_prob: 0.901368  sentiment: 0.000000  
 原文:     4  positive_prob: 0.483398  confidence: 0.667959  negative_prob: 0.516602  sentiment: 1.000000  
 原文:     “其实也算不上什么大案，犯人已经抓到了，他也供认了犯罪事实，我们掌握的证据也确凿无误。总之，必要的东西已经俱全了。”草薙靠着楼顶上的铁丝网说。  positive_prob: 0.260862  confidence: 0.420306  negative_prob: 0.739138  sentiment: 0.000000  
 原文:     “那不是很好吗？这很少见啊，尽情享受这种幸运就行了。”  positive_prob: 0.515395  confidence: 0.692096  negative_prob: 0.484605  sentiment: 1.000000  
 原文:     汤川拿起放在墙角的软式网球和球拍，对着墙打了起来，由于他以前就是羽毛球队的高手，所以他把球拍控制得很好，球几乎每次都能击中同样的位置。  positive_prob: 0.968746  confidence: 0.930546  negative_prob: 0.031254  sentiment: 2.000000  
 原文:     “只是有一件事情我搞不明白。”草薙说。  positive_prob: 0.183495  confidence: 0.592233  negative_prob: 0.816505  sentiment: 0.000000  
 原文:     “什么？”  positive_prob: 0.245770  confidence: 0.453845  negative_prob: 0.754230  sentiment: 0.000000  
 原文:     “动机。”  positive_prob: 0.424283  confidence: 0.057149  negative_prob: 0.575717  sentiment: 0.000000  
 原文:     “动机？”汤川放下球拍，从墙上弹回来的球就那样滚走了，“有什么不明白的？动机会出什么问题呢？犯人的目的，就是奸淫，这不就足够了吗？”  positive_prob: 0.097193  confidence: 0.784015  negative_prob: 0.902807  sentiment: 0.000000  
 原文:     “话虽如此，但是问题在于，犯人为什么偏偏要瞄准那个女孩呢？首先交代一下那个女孩的名字叫森崎礼美。”  positive_prob: 0.406580  confidence: 0.096490  negative_prob: 0.593420  sentiment: 0.000000  
 原文:     “我对名字不感兴趣。”  positive_prob: 0.385281  confidence: 0.143820  negative_prob: 0.614719  sentiment: 0.000000  
 原文:     “不，在这起案件中名字非常关键。听说犯人坂本信彦这两个月以来一直在缠着森崎礼美，起因就在于她的名字。”  positive_prob: 0.583134  confidence: 0.073630  negative_prob: 0.416866  sentiment: 2.000000  
 原文:     “是因为和甩了他的前女友同名同姓吗？”  positive_prob: 0.282718  confidence: 0.371737  negative_prob: 0.717282  sentiment: 0.000000  
 原文:     “你的想象力倒是不错，不过稍有不同。犯人坂本信彦是这么说的——他和她命中注定要在一起，这是17年前就决定了的——”  positive_prob: 0.269654  confidence: 0.400768  negative_prob: 0.730346  sentiment: 0.000000  
 原文:     听了草薙的话，汤川哈哈大笑。  positive_prob: 0.529329  confidence: 0.413411  negative_prob: 0.470671  sentiment: 1.000000  
 原文:     “这种老套的话，很早以前就有了，说什么你我命中注定要在一起，天意不能违背，等等。想不到到现在还有人编这种老套的故事啊！”  positive_prob: 0.139740  confidence: 0.689467  negative_prob: 0.860260  sentiment: 0.000000  
 原文:     “最初我们也当成是玩笑，但是听着听着我们就笑不出来了。”草薙从口袋中取出一张照片，递到汤川面前。  positive_prob: 0.731261  confidence: 0.402802  negative_prob: 0.268739  sentiment: 2.000000  
 原文:     “这是什么？”汤川看着照片，眉头拧到了一起，“这好像是作文的一部分吧。”  positive_prob: 0.172388  confidence: 0.616915  negative_prob: 0.827612  sentiment: 0.000000  
 原文:     “这好像是坂本在小学四年级时写的作文，题目叫《我的梦》，写的是他做梦梦到了将来和自己结婚的女孩子。而且女孩子的名字就叫礼美。你仔细看照片，上面用片假名写着“モリサキレミ”森崎礼美的片假名写法——译者注）。  positive_prob: 0.914578  confidence: 0.810174  negative_prob: 0.085422  sentiment: 2.000000  
 原文:     “确实是那么读啊。”汤川点点头，笑容消失了。  positive_prob: 0.398828  confidence: 0.113716  negative_prob: 0.601172  sentiment: 0.000000  
 原文:     “和他家人也确认过，他本人确实说过这些话。据他家人说，坂本从小时候起就一直称自己将来要和一个叫森崎礼美的女孩子结婚。除了这篇作文，还有很多东西可以证明。刚才我还见了坂本的小学同学，他也证实了坂本没有撒谎。”  positive_prob: 0.853558  confidence: 0.674574  negative_prob: 0.146442  sentiment: 2.000000  
 原文:     草薙把刚才纪念册的事情向汤川讲述了一遍。汤川抱起了胳膊，手里还拿着球拍。  positive_prob: 0.359077  confidence: 0.202051  negative_prob: 0.640923  sentiment: 0.000000  
 原文:     “都27岁了，还继续抱着这样的梦，这的确不太正常。也没想到，还真出现了同名同姓的女孩。”  positive_prob: 0.358175  confidence: 0.204055  negative_prob: 0.641825  sentiment: 0.000000  
 原文:     “好像在一次很偶然的机会中，他知道了有森崎礼美这样一个女高中生，从那以后他就没完了，又是打电话，又是写信，还守在礼美放学的路上，听说森崎礼美很害怕，最近都不敢外出了。”  positive_prob: 0.940134  confidence: 0.866964  negative_prob: 0.059866  sentiment: 2.000000  
 原文:     “原来他有跟踪癖啊。”  positive_prob: 0.396760  confidence: 0.118310  negative_prob: 0.603240  sentiment: 0.000000  
 原文:     “那种人意识不到自己招人烦，所以落了这么个结果。据坂本自己讲，因为对方还是孩子，所以他打算一直守护着她，直至她长大成人。”  positive_prob: 0.475250  confidence: 0.504997  negative_prob: 0.524750  sentiment: 1.000000  
 原文:     “天哪，”汤川摇着头，“对他们两个来说，这真是一个不幸的偶然啊。”  positive_prob: 0.258024  confidence: 0.426614  negative_prob: 0.741976  sentiment: 0.000000  
 原文:     “问题就出在这里。其实，你觉得存在这种偶然吗？”  positive_prob: 0.093686  confidence: 0.791809  negative_prob: 0.906314  sentiment: 0.000000  
 原文:     “你是说，和小时候梦见过的人在17年后相遇？”  positive_prob: 0.306581  confidence: 0.318710  negative_prob: 0.693419  sentiment: 0.000000  
 原文:     “嗯。”  positive_prob: 0.483385  confidence: 0.667708  negative_prob: 0.516615  sentiment: 1.000000  
 原文:     “应该有可能吧，”汤川淡淡地说，“事实上，不是已经发生了吗？这是没办浩的事。”  positive_prob: 0.067251  confidence: 0.850554  negative_prob: 0.932749  sentiment: 0.000000  
 原文:     “但是，真的是森崎礼美呀，要是叫山本良子之类的名字，当然可以看成是偶然。但是叫森崎礼美——这有可能是偶然吗？”  positive_prob: 0.657426  confidence: 0.238724  negative_prob: 0.342574  sentiment: 2.000000  
 原文:     “不是偶然又是什么呢？”  positive_prob: 0.161466  confidence: 0.641186  negative_prob: 0.838534  sentiment: 0.000000  
 原文:     “不知道，所以我正苦恼着呢。”  positive_prob: 0.577051  confidence: 0.060114  negative_prob: 0.422949  sentiment: 2.000000  
 原文:     “你该不会打算让我帮你解开这个谜团吧？”  positive_prob: 0.159953  confidence: 0.644549  negative_prob: 0.840047  sentiment: 0.000000  
 原文:     “猜对了，我就是这么想的，”草薙把手放在汤川肩上，用他最真诚的眼神看着汤川，“我们刑警对这种事不拿手，拜托了，把你的智慧借给我们一些吧。”  positive_prob: 0.207491  confidence: 0.538908  negative_prob: 0.792509  sentiment: 0.000000  
 原文:     “可是这方面我也不擅长啊。”  positive_prob: 0.193646  confidence: 0.569675  negative_prob: 0.806354  sentiment: 0.000000  
 原文:     “你以前不是揭开过灵魂脱体之谜吗？发挥你那时的水平就行了。”  positive_prob: 0.094954  confidence: 0.788991  negative_prob: 0.905046  sentiment: 0.000000  
 原文:     “那是物理现象，这次是心理问题，超出了我的专业领域。”  positive_prob: 0.677364  confidence: 0.283030  negative_prob: 0.322636  sentiment: 2.000000  
 原文:     “那就是说，你相信预知梦和灵梦这种事喽？这和你的风格可不相符。””我没说我相信那些，我只是说，这是一个单纯的偶然。”  positive_prob: 0.497791  confidence: 0.955814  negative_prob: 0.502209  sentiment: 1.000000  
 原文:     “要是偶然的话，就有点太离谱了。”  positive_prob: 0.315274  confidence: 0.299391  negative_prob: 0.684726  sentiment: 0.000000  
 原文:     “怎么，解释成偶然不行吗？”  positive_prob: 0.058757  confidence: 0.869429  negative_prob: 0.941243  sentiment: 0.000000  
 原文:     “倒不是说不行，只不过，是否将这件事定性为偶然，牵扯到问题的关键。”  positive_prob: 0.044272  confidence: 0.901618  negative_prob: 0.955728  sentiment: 0.000000  
 原文:     “此话怎讲？”  positive_prob: 0.229785  confidence: 0.489366  negative_prob: 0.770214  sentiment: 0.000000  
 原文:     “首先是媒体很烦人。这件事肯定会成为他们编造托梦、轮回等无聊话题的引子。说实话，媒体已经嗅出一些味道了，最近有可能要在电视上大做文章。”  positive_prob: 0.127812  confidence: 0.715974  negative_prob: 0.872188  sentiment: 0.000000  
 原文:     “我倒想看看呢。”说这句话时汤川并没有露出相应的感兴趣的表情。  positive_prob: 0.136107  confidence: 0.697539  negative_prob: 0.863893  sentiment: 0.000000  
 原文:     “其次，是关于审判。按现在这种情况，那个家伙的辩护律师肯定会主张他精神异常。”  positive_prob: 0.435163  confidence: 0.032972  negative_prob: 0.564837  sentiment: 0.000000  
 原文:     “应该会吧，”汤川点头，“我是律师的话  也会这么说。并且从目前的情况看我觉得他确实不正常。”  positive_prob: 0.344507  confidence: 0.234429  negative_prob: 0.655493  sentiment: 0.000000  
 原文:     “不过能不能设想其中有什么诡计呢？或许不能单纯地按精神不正常来对待。”  positive_prob: 0.066233  confidence: 0.852815  negative_prob: 0.933767  sentiment: 0.000000  
 原文:     “诡计？你指的是……”  positive_prob: 0.261724  confidence: 0.418390  negative_prob: 0.738275  sentiment: 0.000000  
 原文:     “所以希望你能帮我考虑考虑。”  positive_prob: 0.273832  confidence: 0.391483  negative_prob: 0.726168  sentiment: 0.000000  
 原文:     听了草薙的话，汤川露出一副苦笑，像是要发球一样高高地轮起了球拍，之后又像是想起什么似的看着草薙.“如果不是偶然的话，那就是必然了。就是说，坂本在17年前就知道森崎礼美这个名字，那时就见过她。”  positive_prob: 0.361630  confidence: 0.196377  negative_prob: 0.638370  sentiment: 0.000000  
 原文:     “我们做刑警的也这么想过，不过后来觉得这不可能。森崎礼美现在才16岁，当时还没有出生呢。另外，坂本和森崎家也没有任何联系，当时只有10岁的坂本不可能去过世田谷吧？”  positive_prob: 0.058722  confidence: 0.869506  negative_prob: 0.941278  sentiment: 0.000000  
 原文:     “如果这种可能性也被你否定了的话，我就真的束手无策了。”汤川拿着球拍做出了投降的动作。  positive_prob: 0.142344  confidence: 0.683680  negative_prob: 0.857656  sentiment: 0.000000  
 原文:     “如果连你也这么说，那就真没办法了。”草薙挠着头，“看来还是偶然吧，那家伙就是个妄想狂，想必那封邀请信也是他编出来的。”  positive_prob: 0.096230  confidence: 0.786155  negative_prob: 0.903770  sentiment: 0.000000  
 原文:     “邀请信？什么东西？”  positive_prob: 0.195571  confidence: 0.565398  negative_prob: 0.804429  sentiment: 0.000000  
 原文:     “坂本说，他那天晚上是应礼美的邀请过去的，据他交代，他收到了一封信，大致内容是礼美会在房间里等着他。当然，礼美否认曾写过这封信。”  positive_prob: 0.832750  confidence: 0.628334  negative_prob: 0.167250  sentiment: 2.000000  
 原文:     汤川走近了铁丝网，目不转睛地眺望着远处的风景，虽然他看似是在望风景，实际上脑子里在不断地做着各种思考。  positive_prob: 0.521880  confidence: 0.562392  negative_prob: 0.478120  sentiment: 1.000000  
 原文:     他终于回过头来，对草薙说：“你先让我看看那本画着伞的纪念册吧。”  positive_prob: 0.396744  confidence: 0.118346  negative_prob: 0.603256  sentiment: 0.000000  
 原文:     “我这就联系股长。”草薙答道。  positive_prob: 0.302558  confidence: 0.327649  negative_prob: 0.697442  sentiment: 0.000000  
 原文:     “我这就联系股长。”草薙答道。  positive_prob: 0.302558  confidence: 0.327649  negative_prob: 0.697442  sentiment: 0.000000  
 原文:     5  positive_prob: 0.533895  confidence: 0.322100  negative_prob: 0.466105  sentiment: 1.000000  
 原文:     合上纪念册，汤川叹了一口气。他用右手托着腮，左手食指不停地敲着会议桌。他面前摆着坂本的记事本、作文、笔记等物品，每个上面都至少出现了一次森崎礼美的名字。  positive_prob: 0.900545  confidence: 0.778988  negative_prob: 0.099456  sentiment: 2.000000  
 原文:     这是世田谷警察署里的个房间，里面放着和坂本信彦的“预知梦”相关的资料。平时出入这个房间的只有草薙和牧田，其他接查人员都认为事情已经解决了，并且他们一开始就对预知梦毫不关心，所以把民间人士汤川带进来倒不费劲。  positive_prob: 0.027434  confidence: 0.939036  negative_prob: 0.972566  sentiment: 0.000000  
 原文:     “你怎么认为？”草薙问。  positive_prob: 0.137170  confidence: 0.695179  negative_prob: 0.862830  sentiment: 0.000000  
 原文:     “不可思议。”汤川答道，“除了不可思议，我实在找不到别的形容词。”  positive_prob: 0.138961  confidence: 0.691197  negative_prob: 0.861039  sentiment: 0.000000  
 原文:     “还是觉得是个偶然？”  positive_prob: 0.283291  confidence: 0.370465  negative_prob: 0.716709  sentiment: 0.000000  
 原文:     “不，我觉得不是。越看资料，越觉得不是偶然，对一个虚构的人物如此执着的人，本身就很少见，况且还存在同名同姓的人，这就更离奇了。”  positive_prob: 0.039681  confidence: 0.911820  negative_prob: 0.960319  sentiment: 0.000000  
 原文:     “但是你也无法解释吧？”  positive_prob: 0.103821  confidence: 0.769288  negative_prob: 0.896179  sentiment: 0.000000  
 原文:     “现在，”汤川又扫了一眼桌上的东西，“我想问你一个问题，森崎礼美这个名字是怎么来的？”  positive_prob: 0.345910  confidence: 0.231312  negative_prob: 0.654090  sentiment: 0.000000  
 原文:     “不是已经告诉过你吗，坂本小时候梦见的。”  positive_prob: 0.126135  confidence: 0.719700  negative_prob: 0.873865  sentiment: 0.000000  
 原文:     “我问的不是这个，是现实中的那个礼美，这个名字是她父亲起的吗？”  positive_prob: 0.287064  confidence: 0.362079  negative_prob: 0.712936  sentiment: 0.000000  
 原文:     “不，是她母亲起的。”  positive_prob: 0.255224  confidence: 0.432835  negative_prob: 0.744776  sentiment: 0.000000  
 原文:     “你确定？”  positive_prob: 0.229306  confidence: 0.490431  negative_prob: 0.770694  sentiment: 0.000000  
 原文:     “确定。从坂本那里听了预知梦这件事之后，我马上就去森崎家打听了情况，也就是在那时，我问了她名字的由来。”  positive_prob: 0.443243  confidence: 0.015015  negative_prob: 0.556757  sentiment: 0.000000  
 原文:     草薙拜访森崎家的时候，一家之主森崎敏夫也在家中。据说他知道家里出事之后，就急急忙忙回国了。敏夫看起来始终很冷酷，一直要求对犯人处以极刑。  positive_prob: 0.756010  confidence: 0.457801  negative_prob: 0.243990  sentiment: 2.000000  
 原文:     草薙对森崎夫妇讲了坂本的预知梦，问他们有没有想起来什么。惯怒得满脸通红的敏夫理所当然地全部加以了否定。  positive_prob: 0.127273  confidence: 0.717171  negative_prob: 0.872727  sentiment: 0.000000  
 原文:     “说什么预知梦，谁相信这种鬼话！还做梦和礼美结婚？真是恬不知耻。也不知道掂量掂量自己，只知道痴人说梦！说什么他以前的笔记本上写着礼美的名字，这种事情你们也当真？！那肯定是他认识礼美之后才写上去的。”  positive_prob: 0.082105  confidence: 0.817545  negative_prob: 0.917895  sentiment: 0.000000  
 原文:     敏夫的言论显然站不住脚。种种事实都证明坂本确实在17年前就知道森崎礼美这个名字了，中学的纪念册就是证据之一。  positive_prob: 0.517651  confidence: 0.646983  negative_prob: 0.482349  sentiment: 1.000000  
 原文:     草薙问森崎夫妇，礼美这个名字是谁起的，为什么会起这个名字。  positive_prob: 0.810889  confidence: 0.579754  negative_prob: 0.189111  sentiment: 2.000000  
 原文:     这次由美子回答说：“是我在医院的床临时想出来的，因为以前觉得肯定会生个男孩，所以没准备女孩的名字。”  positive_prob: 0.303331  confidence: 0.325932  negative_prob: 0.696669  sentiment: 0.000000  
 原文:     由美子瘦瘦的，典型的目本人脸型，言谈举止都很优雅，甚至有几分柔弱，让人很难想象出她端着猎枪的样子。  positive_prob: 0.879172  confidence: 0.731494  negative_prob: 0.120828  sentiment: 2.000000  
 原文:     ‘您起名字的时候，参考过什么吗？比如说起名的书之类的。”  positive_prob: 0.322444  confidence: 0.283457  negative_prob: 0.677556  sentiment: 0.000000  
 原文:     听了草薙的提问，由美子摇了摇头。  positive_prob: 0.447953  confidence: 0.004550  negative_prob: 0.552047  sentiment: 0.000000  
 原文:     “我没看过那些东西。只是希望她成为一个有礼貌的孩子，所以起名叫礼美。”  positive_prob: 0.839590  confidence: 0.643533  negative_prob: 0.160410  sentiment: 2.000000  
 原文:     “您和谁商量过吗？”  positive_prob: 0.169508  confidence: 0.623316  negative_prob: 0.830492  sentiment: 0.000000  
 原文:     “没有……当时丈夫把这件事全交给我了。”  positive_prob: 0.239407  confidence: 0.467983  negative_prob: 0.760592  sentiment: 0.000000  
 原文:     “礼美，这难道不是一个很好的名字吗？我很喜欢。”敏夫坚定地说。  positive_prob: 0.694557  confidence: 0.321238  negative_prob: 0.305443  sentiment: 2.000000  
 原文:     草薙还征求了礼美的意见。与由美子不同，礼美面庞轮廓很有立体感，眼睛大大的，一看就是个美人坯子。  positive_prob: 0.937164  confidence: 0.860365  negative_prob: 0.062836  sentiment: 2.000000  
 原文:     “我不清楚到底是怎么回事，总之觉得很恶心……幸好事情发生的时候我一直在睡觉，一想到我如果那时醒来，看到那个男的站在我床边，我就……浑身都起鸡皮疙瘩！”她确实非常害怕，从她微微的颤抖中就能看出来。她母亲始终紧紧地握着她的手。  positive_prob: 0.110815  confidence: 0.753744  negative_prob: 0.889185  sentiment: 0.000000  
 原文:     “那小子不是在逃跑途中还轧死人了吗？足够判死刑了。“敏夫又重复了一遍。  positive_prob: 0.110504  confidence: 0.754435  negative_prob: 0.889496  sentiment: 0.000000  
 原文:     “哦，原来案发当时，她在熟睡啊？”听完草薙的话，汤川说道。  positive_prob: 0.514219  confidence: 0.715614  negative_prob: 0.485781  sentiment: 1.000000  
 原文:     “她的母亲由美子端起猎枪射击，打碎了窗玻璃，她这才被惊醒。听她说当时还不知道发生了什么事情。”  positive_prob: 0.293224  confidence: 0.348391  negative_prob: 0.706776  sentiment: 0.000000  
 原文:     汤川抱着胳膊，一副若有所思的表情。这时，牧田进来了，端着一个托盘，上面战着三个盛着咖啡的纸杯。  positive_prob: 0.243175  confidence: 0.459612  negative_prob: 0.756825  sentiment: 0.000000  
 原文:     “来一杯吧。”牧田笑嘻嘻地说。  positive_prob: 0.422304  confidence: 0.061547  negative_prob: 0.577696  sentiment: 0.000000  
 原文:     “这次伽利略先生好像也一筹莫展了。”草薙拿了两杯咖啡，将其中一杯放到汤川面前。  positive_prob: 0.632720  confidence: 0.183822  negative_prob: 0.367280  sentiment: 2.000000  
 原文:     “你能给我看看那封邀请倍吗？”汤川问，“就是犯人说的从礼美那里收到的那封信。”  positive_prob: 0.175493  confidence: 0.610015  negative_prob: 0.824507  sentiment: 0.000000  
 原文:     “啊，没有原件，不过这里有一份复印件。”草薙从杂乱的资料中拿出一份文件，在汤川面前打开，“就是这个。”  positive_prob: 0.207964  confidence: 0.537857  negative_prob: 0.792036  sentiment: 0.000000  
 原文:     “是电脑打出来的啊。”  positive_prob: 0.454028  confidence: 0.080570  negative_prob: 0.545971  sentiment: 1.000000  
 原文:     “坂本说，这是出事前一天寄过来的。信封还留着，邮票上还盖有印戳，收件人和发件人一栏的字也都是机打的。没有任何证据证明，这是森崎礼美寄出的。不知是坂本自编自演的呢，还是某个人知道坂本对礼美的这份感情，导演了这样一个恶作剧。”  positive_prob: 0.461041  confidence: 0.220828  negative_prob: 0.538959  sentiment: 1.000000  
 原文:     “恶作剧倒是不难理解，但是坂本有理由给自己寄这封信吗？。”  positive_prob: 0.025933  confidence: 0.942372  negative_prob: 0.974067  sentiment: 0.000000  
 原文:     “这就不清楚了，不过那个家伙也不是不可能做出这种事来。”  positive_prob: 0.064911  confidence: 0.855754  negative_prob: 0.935089  sentiment: 0.000000  
 原文:     汤川歪着头，把目光再次投到信上。  positive_prob: 0.381219  confidence: 0.152847  negative_prob: 0.618781  sentiment: 0.000000  
 原文:     信是这么写的：  positive_prob: 0.547532  confidence: 0.049368  negative_prob: 0.452468  sentiment: 1.000000  
 原文:     坂本彦先生：  positive_prob: 0.607977  confidence: 0.128838  negative_prob: 0.392023  sentiment: 2.000000  
 原文:     感谢您一直守护在我身边。由于我不能报答您的苦心，我很痛苦。  positive_prob: 0.625448  confidence: 0.167662  negative_prob: 0.374552  sentiment: 2.000000  
 原文:     我想和您好好见上一面，不过在外面恐怕不行。  positive_prob: 0.214451  confidence: 0.523442  negative_prob: 0.785549  sentiment: 0.000000  
 原文:     请您来我的房间吧。明天晚上，我打开房间的窗户，静候您的到来。您爬上库房，就能轻而易举地进入我的房间了。  positive_prob: 0.561948  confidence: 0.026550  negative_prob: 0.438052  sentiment: 2.000000  
 原文:     请您一定要偷偷地进来。我父亲出差了，我母亲还在家。  positive_prob: 0.640964  confidence: 0.202142  negative_prob: 0.359036  sentiment: 2.000000  
 原文:     礼美  positive_prob: 0.740895  confidence: 0.424211  negative_prob: 0.259105  sentiment: 2.000000  
 原文:     汤川抬起头来：“坂本说他把这封信当真了，所以才悄悄地潜入了礼美的房间。”  positive_prob: 0.489434  confidence: 0.788687  negative_prob: 0.510566  sentiment: 1.000000  
 原文:     “是啊，实在是荒唐。”  positive_prob: 0.353649  confidence: 0.214113  negative_prob: 0.646351  sentiment: 0.000000  
 原文:     汤川一言不发，喝了口纸杯里的咖啡。他的双眼一直透过眼镜片凝视着空中的某一点。  positive_prob: 0.553190  confidence: 0.007089  negative_prob: 0.446810  sentiment: 2.000000  
 原文:     随后他的目光对准了草薙，“你说过他在江东区，是吧？”  positive_prob: 0.249011  confidence: 0.446642  negative_prob: 0.750989  sentiment: 0.000000  
 原文:     “什么？”  positive_prob: 0.245770  confidence: 0.453845  negative_prob: 0.754230  sentiment: 0.000000  
 原文:     “坂本的家，是在江东区吧？”  positive_prob: 0.300225  confidence: 0.332833  negative_prob: 0.699775  sentiment: 0.000000  
 原文:     “是的，怎么了？”  positive_prob: 0.283973  confidence: 0.368949  negative_prob: 0.716027  sentiment: 0.000000  
 原文:     “好，”汤川站了起来，“我去走一趟。”  positive_prob: 0.525514  confidence: 0.489716  negative_prob: 0.474486  sentiment: 1.000000  
 原文:     “什么？去坂本家里吗？现在就去？”  positive_prob: 0.165803  confidence: 0.631549  negative_prob: 0.834197  sentiment: 0.000000  
 原文:     “我们坐在这里再怎么苦恼，也得不到任何答案。答案应该就藏在坂本的孩提时代，”他盯着草薙的脸，“是不是不允许我这样的外行和嫌疑犯家属见面？要是那样的话，我这就回去了，我还有好多事情要忙呢。”  positive_prob: 0.221492  confidence: 0.507795  negative_prob: 0.778508  sentiment: 0.000000  
 原文:     凭以往的经验，草薙知道，当汤川用这种语气说话时，他一定是掌握了什么线索。于是草雉点了点头。  positive_prob: 0.302493  confidence: 0.327794  negative_prob: 0.697507  sentiment: 0.000000  
 原文:     “明白了，我会跟上面打招呼的。牧田帮我把车开到警署门口。”  positive_prob: 0.557175  confidence: 0.015944  negative_prob: 0.442825  sentiment: 2.000000  
 原文:     “明白了，我会跟上面打招呼的。牧田帮我把车开到警署门口。”  positive_prob: 0.557175  confidence: 0.015944  negative_prob: 0.442825  sentiment: 2.000000  
 原文:     6  positive_prob: 0.549264  confidence: 0.014716  negative_prob: 0.450736  sentiment: 1.000000  
 原文:     “1914年的一天，巴尔干半岛的一位牧师做了一个梦，”汤川坐在副驾驶位子上说道，“梦见自己书房里有一封黑边的讣告信，是奥匈帝国大公送来的，说自己和妻子在萨拉热窝成了政治犯罪的牺牲品。第二天，牧师就听到了大公夫妇在萨拉热窝被暗杀的消息。”  positive_prob: 0.426260  confidence: 0.052755  negative_prob: 0.573740  sentiment: 0.000000  
 原文:     坐在后排的牧田发出了惊叹声：“这是真的吗？”  positive_prob: 0.067993  confidence: 0.848904  negative_prob: 0.932007  sentiment: 0.000000  
 原文:     “据传是真的，具体细节我就不清楚了。总之关于预知梦的传说，很早以前就不胜其数。很多是出于偶然，不过也有很多不能完全归于偶然，而是大体上能做出充分解释的。例如刚才讲的牧师的事，是不是可以这么解释：当时社会动乱不安，牧师平时一直在担心大公夫妇，在内心深处忧虑有一天他们会被暗杀，于是潜在的想法就出现在梦境中了。”  positive_prob: 0.697748  confidence: 0.328329  negative_prob: 0.302252  sentiment: 2.000000  
 原文:     “哦，这样解释就能理解了。”  positive_prob: 0.430175  confidence: 0.044055  negative_prob: 0.569825  sentiment: 0.000000  
 原文:     “你的意思是，坂本梦到森崎礼美这个名字，也有一定的理由了？”草薙问。  positive_prob: 0.360053  confidence: 0.199882  negative_prob: 0.639947  sentiment: 0.000000  
 原文:     “没错。”  positive_prob: 0.479799  confidence: 0.595990  negative_prob: 0.520201  sentiment: 1.000000  
 原文:     “不过，即使弄清了这一点，又对案子有什么帮助呢？”  positive_prob: 0.619901  confidence: 0.155336  negative_prob: 0.380099  sentiment: 2.000000  
 原文:     “这一点明白了，案子就有希望告破了吧。”汤川说，“我想，那会是和现在完全不一样的结局。”  positive_prob: 0.341348  confidence: 0.241450  negative_prob: 0.658652  sentiment: 0.000000  
 原文:     “什么意思？”  positive_prob: 0.161116  confidence: 0.641964  negative_prob: 0.838884  sentiment: 0.000000  
 原文:     “这个嘛，咱们走着瞧。”  positive_prob: 0.462607  confidence: 0.252150  negative_prob: 0.537393  sentiment: 1.000000  
 原文:     坂本家在一条叫葛西桥大街的主干道上，是一座三层的小楼，一层是店铺兼库房，现在百叶窗关得严严实实。  positive_prob: 0.572632  confidence: 0.050294  negative_prob: 0.427368  sentiment: 2.000000  
