原文: 第五章  脱离  positive_prob: 0.485962  confidence: 0.719247  negative_prob: 0.514038  sentiment: 1.000000  
 原文:     “啊，这才是人生啊，也不错！”汤川好像很陶醉地喝了口速溶咖啡，“你接着说！”  positive_prob: 0.932631  confidence: 0.850292  negative_prob: 0.067369  sentiment: 2.000000  
 原文:     “我说到哪里了？”  positive_prob: 0.233249  confidence: 0.481670  negative_prob: 0.766751  sentiment: 0.000000  
 原文:     “说到灵魂出壳了，说送到搜查本部的信里写着，一个孩子的灵魂出壳了，你就说到了这里。”  positive_prob: 0.413876  confidence: 0.080276  negative_prob: 0.586124  sentiment: 0.000000  
 原文:     “啊，对！”草薙也喝了口咖啡。  positive_prob: 0.522781  confidence: 0.544387  negative_prob: 0.477219  sentiment: 1.000000  
 原文:     寄信人的名字是上村宏。  positive_prob: 0.523503  confidence: 0.529944  negative_prob: 0.476497  sentiment: 1.000000  
 原文:     信的开场白是：关于在杉并发生的那起杀人案件，我知道点线索，不得不告诉你们，所以我才动笔写了这封信。虽然他用了“动笔”这个词，但信实际上是用电脑打出来的。  positive_prob: 0.268336  confidence: 0.403697  negative_prob: 0.731664  sentiment: 0.000000  
 原文:     上村在信里反复强调，自己和这件事完全没有关系。在此基础上，他又说，自己的儿子很可能是重要的证人。还说，好像和这几天刑警一直在调查的红色汽车有关。  positive_prob: 0.060052  confidence: 0.866550  negative_prob: 0.939948  sentiment: 0.000000  
 原文:     简明扼要地说，他的儿子，一个叫忠广的少年在7月22日白天看到—辆纽色Mini Cooper车停在河边。信上还详细地记载了目击时间：下午2点左右。  positive_prob: 0.777354  confidence: 0.505230  negative_prob: 0.222646  sentiment: 2.000000  
 原文:     到此为止，信里的信息都颇有价值。刑警们以为下面会说些具体的内容，但下文却不像大家想象的那么简单。  positive_prob: 0.192699  confidence: 0.571779  negative_prob: 0.807301  sentiment: 0.000000  
 原文:     信的后面补充道：我儿子并不是通过一般的方法看到汽车的，他是在发高烧卧床的时候，在灵魂出壳后，在离他家不远的地方看到的——当念信的刑警念到这里的时候，所有人都好像被狐狸迷住了似的一脸茫然，紧接着是惊呼声，还有人失声大笑。到虽后，大家都变得很愤怒。他们那么认真地听，没想到原来是个恶作剧。  positive_prob: 0.546930  confidence: 0.061396  negative_prob: 0.453070  sentiment: 1.000000  
 原文:     但是信里也有一些不能完全忽略的内容，那就是那个灵魂出壳少年所画的画——一辆红色的Mini Cooper车跃然纸上。寄信人用相机把画拍了下来，和信一起寄了过来。  positive_prob: 0.678812  confidence: 0.286249  negative_prob: 0.321188  sentiment: 2.000000  
 原文:     “在信上还留了电话号码，我试着打了那个电话。”草薙对汤川说，“开始我想，他可能是个头脑不正常的男人。但是从电话里听上村这个男人在说话时还是有根有据的。他一开始就说，他满怀诚意地给我们写了信，又担心我们误解他是在搞恶作剧。他接到我的电话特别高兴。他的措词很礼貌，我对他的印象也不坏。”  positive_prob: 0.065603  confidence: 0.854215  negative_prob: 0.934397  sentiment: 0.000000  
 原文:     “你和他聊什么了？”汤川问。  positive_prob: 0.248036  confidence: 0.448809  negative_prob: 0.751964  sentiment: 0.000000  
 原文:     “首先我确认了一下写信的事，就是说我们想确认一下他写这封信是不是认真的。上村很肯定地说，他发誓，他写的是事实。他让我们相信他这话的时候，特别恳切。”  positive_prob: 0.373744  confidence: 0.169458  negative_prob: 0.626256  sentiment: 0.000000  
 原文:     “如果‘恳切’能够决定所有事情的话，那你们的工作岂不是变得很轻松吗？”汤川立刻带着讽刺的意味反问起来，嘴角上还浮起了意味深长的笑。  positive_prob: 0.530428  confidence: 0.391433  negative_prob: 0.469572  sentiment: 1.000000  
 原文:     这令草薙很恼火。  positive_prob: 0.387135  confidence: 0.139701  negative_prob: 0.612865  sentiment: 0.000000  
 原文:     “我并不是相信他，只是向你介绍了一下上村的情况而已。”  positive_prob: 0.198627  confidence: 0.558606  negative_prob: 0.801373  sentiment: 0.000000  
 原文:     “那你说的什么‘礼貌啊’，‘恳切’啊，这些话对介绍情况来讲毫无意义。”汤川拿着杯子坐在椅子上，“我们现在需要的是证据，问题是有什么证据能证明那个少年真的灵魂出壳了？”  positive_prob: 0.039555  confidence: 0.912099  negative_prob: 0.960445  sentiment: 0.000000  
 原文:     “按你的说法，那种事情一定是不可能的吧？”  positive_prob: 0.085722  confidence: 0.809508  negative_prob: 0.914278  sentiment: 0.000000  
 原文:     “科学家无论在什么时候，都不会对任何现象不屑一顾。如果有证据，你一定要提供给我哦。我可事先声明，那张画本身是无法成为证据的，他们也有可能是从谁的嘴里听说你们在展开调查，然后面了这幅画。难道不是吗？”  positive_prob: 0.038057  confidence: 0.915429  negative_prob: 0.961943  sentiment: 0.000000  
 原文:     草薙鼻子哼了一声，一屁股坐在桌子上。  positive_prob: 0.116339  confidence: 0.741469  negative_prob: 0.883661  sentiment: 0.000000  
 原文:     “也有可能吧。”  positive_prob: 0.366980  confidence: 0.184488  negative_prob: 0.633020  sentiment: 0.000000  
 原文:     “是啊，”汤川仰脸看了看草薙，“那么难道没有什么更有说服力的证据了吗？”  positive_prob: 0.106984  confidence: 0.762258  negative_prob: 0.893016  sentiment: 0.000000  
 原文:     “这个嘛……就在那孩子灵魂出壳的当天，上村把那张画给他认识的一个编辑看了。他想和编辑商量是不是把这件事登在杂志上。对了，我忘了说了，上村的职业是自由撰稿人。”  positive_prob: 0.449422  confidence: 0.001283  negative_prob: 0.550578  sentiment: 0.000000  
 原文:     “孩子灵魂出壳的那天是7月22日吗？”  positive_prob: 0.266248  confidence: 0.408339  negative_prob: 0.733752  sentiment: 0.000000  
 原文:     “是的，就是长冢多惠子在杉并被杀的当日。那时候上村当然不会知道发生了什么事，更不可能预测到那张画会有多重要的意义。”  positive_prob: 0.560999  confidence: 0.024442  negative_prob: 0.439001  sentiment: 2.000000  
 原文:     草薙发现朋友那黑框眼镜后面的眼睛终于闪出一线光芒，让老朋友对本案产生兴趣的预期目标终于实现了。  positive_prob: 0.334896  confidence: 0.255788  negative_prob: 0.665104  sentiment: 0.000000  
 原文:     “怎么样？”草薙说，“这些是有力的证据吧！”  positive_prob: 0.381008  confidence: 0.153316  negative_prob: 0.618992  sentiment: 0.000000  
 原文:     然而汤川并没有作答，只是用了很长时间去喝那已经不再好喝的咖啡。他的目光也一直望着窗外。  positive_prob: 0.227397  confidence: 0.494673  negative_prob: 0.772603  sentiment: 0.000000  
 原文:     是他们的头儿间宫说的，去找那个伽利略老师商量一下吧。草薙有一个好朋友是物理系副教授，到目前为止，只要遇到了什么棘手的案件，从这位了不起的人物那里，就能获得宝贵的建议。这在草薙的队伍里已经是无人不知无人不晓了。  positive_prob: 0.796834  confidence: 0.548519  negative_prob: 0.203166  sentiment: 2.000000  
 原文:     实际上，在搜查本部里，大家都困惑于如何处理这封信。本来这个情报是非常重要的，但是获取该情报的方法却存在问题。警察根本不能把它作为正式的搜查资料来处理。那么把它忽略不计就可以了吗？目前还没有人敢下这样的结论。  positive_prob: 0.008040  confidence: 0.982133  negative_prob: 0.991960  sentiment: 0.000000  
 原文:     上村是一名自由撰稿人，这一点，也让警察们头疼，因为搜查当局想尽可能不让媒体知道这件事。  positive_prob: 0.223136  confidence: 0.504142  negative_prob: 0.776864  sentiment: 0.000000  
 原文:     “不是有书描述过吗，”汤川把杯子放到桌子上，“十个或者二十个人当中就有一个人灵魂出壳过。确切地说，书上写的是体外脱离，作者好像还亲身体验过。据说那时候他感觉身体像是漂浮起来了，不但能听到人的说话声，还能看到完全陌生的遥远地方的景象。事后调查发现，她看到的那些情景和现实在细节上都完全一致。这样的例子有很多，听说这就叫做远距离透视。在英国有两位学者曾经做过远距离透视试验，得出的结论是意识真的可以以某种形式脱离肉体，到别的地方获取信息。”  positive_prob: 0.015948  confidence: 0.964561  negative_prob: 0.984052  sentiment: 0.000000  
 原文:     说到这里，汤川笑着看了看草薙说：“那个少年可能就是这种情况吧。要是选样的话，无论是体外脱离还是远距离透视，都会对你们的搜查工作有帮助。”  positive_prob: 0.300639  confidence: 0.331914  negative_prob: 0.699361  sentiment: 0.000000  
 原文:     “连你也会这么说？”草薙皱了皱眉头，“我没和你开玩笑，现在这样根本没法写报告啊。”  positive_prob: 0.056625  confidence: 0.874166  negative_prob: 0.943375  sentiment: 0.000000  
 原文:     “有什么不行的，就这么原封不动地写，我想那一定会成为一份特别新颖的报告。”  positive_prob: 0.471547  confidence: 0.430944  negative_prob: 0.528453  sentiment: 1.000000  
 原文:     “你就是觉得事不关己啊。”草薙挠着头说。  positive_prob: 0.454915  confidence: 0.098295  negative_prob: 0.545085  sentiment: 1.000000  
 原文:     汤川低声笑了起来。  positive_prob: 0.586986  confidence: 0.082190  negative_prob: 0.413014  sentiment: 2.000000  
 原文:     “好了，你别生气啊！我之所以引用那本书里的话，还告诉你的确有人提出过这么不可思议的课题，就是想说这种事并不罕见。你不要总被一些特殊性弄得晕头转向的，只有把注意力放在客观事实上，才有可能发现别的答案哦！”  positive_prob: 0.149111  confidence: 0.668642  negative_prob: 0.850889  sentiment: 0.000000  
 原文:     “你到底想说什么？”  positive_prob: 0.206099  confidence: 0.542002  negative_prob: 0.793901  sentiment: 0.000000  
 原文:     “听了你的描述，我首先想到两种可能性。假设那个叫上村的什么人和他儿子都没有说谎的话，”汤川竖起两根手指，“第一种可能，那孩子灵魂出窍的梦境很偶然地与事实一致，他醒来后画的汽车很偶然地与犯罪嫌疑人的口供相吻合。”  positive_prob: 0.655937  confidence: 0.235415  negative_prob: 0.344063  sentiment: 2.000000  
 原文:     “我们科长也是这么说的。”  positive_prob: 0.531174  confidence: 0.376522  negative_prob: 0.468826  sentiment: 1.000000  
 原文:     听草薙这么一说，物理学副教授满意地点了点头。  positive_prob: 0.578389  confidence: 0.063086  negative_prob: 0.421611  sentiment: 2.000000  
 原文:     “我之前就说过了嘛，你们科长还是很有逻辑性的。”  positive_prob: 0.489448  confidence: 0.788951  negative_prob: 0.510552  sentiment: 1.000000  
 原文:     “可惜他就是有些死脑筋。那另一种可能性是什么呢？”  positive_prob: 0.418748  confidence: 0.069450  negative_prob: 0.581252  sentiment: 0.000000  
 原文:     “少年的真实记忆。”汤川说，“实际上，那孩子的确亲眼看到了Mini Cooper.当然是在他醒来的时候。但是他并没有留下什么特别深刻的印象，甚至忘记了自己见到过这辆车。很可能是因为发烧的缘故，他才把真实的经历当成了灵魂出窍。”  positive_prob: 0.298204  confidence: 0.337325  negative_prob: 0.701796  sentiment: 0.000000  
 原文:     “要说第一种可能性，梦的内存和嫌疑犯的供词竟然那么吻合，这也太巧了吧？连车顶的白色、发动机罩子上有道白线什么的，都完全一致。即使是在相同款的Rover Mini车当中，也只有Mini Cooper才有这个特征啊。”  positive_prob: 0.077277  confidence: 0.828272  negative_prob: 0.922723  sentiment: 0.000000  
 原文:     “那少年也有可能是个汽车迷啊。”  positive_prob: 0.577049  confidence: 0.060108  negative_prob: 0.422951  sentiment: 2.000000  
 原文:     听了汤川的话，草薙摇了摇头。  positive_prob: 0.443857  confidence: 0.013652  negative_prob: 0.556143  sentiment: 0.000000  
 原文:     “据上村所言，那孩子对汽车知之甚少。”  positive_prob: 0.357176  confidence: 0.206277  negative_prob: 0.642825  sentiment: 0.000000  
 原文:     “是吗？”  positive_prob: 0.243616  confidence: 0.458630  negative_prob: 0.756384  sentiment: 0.000000  
 原文:     “第二种可能性，如果少年真的见过这辆车，那就和我们的搜查有直接关系了。”  positive_prob: 0.347350  confidence: 0.228110  negative_prob: 0.652650  sentiment: 0.000000  
 原文:     “你要是想调查这个，也没多难啊，”汤川说，“把那孩子的画和实际地形比较一下。就不准推测出他是在什么地方看到那辆车的。如果能够弄清他是在什么时候看到的，就更好了。”  positive_prob: 0.068403  confidence: 0.847993  negative_prob: 0.931597  sentiment: 0.000000  
 原文:     “原来如此。”草薙认同地点点头。  positive_prob: 0.373456  confidence: 0.170098  negative_prob: 0.626544  sentiment: 0.000000  
 原文:     “嗯，你要加油啦！有什么新进展最好通知我一下。”  positive_prob: 0.587123  confidence: 0.082495  negative_prob: 0.412877  sentiment: 2.000000  
 原文:     “什么？难道你不和我一起去吗？”  positive_prob: 0.056300  confidence: 0.874889  negative_prob: 0.943700  sentiment: 0.000000  
 原文:     “就我今天说的这点事，你一个人去就足够了。”汤川扬了扬眉毛说。  positive_prob: 0.779323  confidence: 0.509607  negative_prob: 0.220677  sentiment: 2.000000  
 原文:     “你刚才不是说了吗，这是在假设上村和他儿子没有说谎的情况下做的推测，也就是说，依然不能否定他们有撒谎的可能。我想在勘察现场的时候顺便见见上村父子，可你……”草薙站起身，把手放到汤川的肩膀上，“你觉得我这个理科白痴能识破他们是不是在撒谎吗？”  positive_prob: 0.014283  confidence: 0.968260  negative_prob: 0.985717  sentiment: 0.000000  
 原文:     听了草薙的这一段说辞，汤川显得一脸厌恶。  positive_prob: 0.261238  confidence: 0.419470  negative_prob: 0.738762  sentiment: 0.000000  
 原文:     “我做梦也没想到能被你这么吹捧啊！”他把杯子放在桌子上，从椅子上站了起来。  positive_prob: 0.403331  confidence: 0.103709  negative_prob: 0.596669  sentiment: 0.000000  
 原文:     4  positive_prob: 0.483398  confidence: 0.667959  negative_prob: 0.516602  sentiment: 1.000000  
 原文:     他们来到了粟田信彦声称的7月22日下午一直在的那个地方，就是从狛江到多摩川那一带。河边修有堤坝，车可以开到靠河边特别近的地方。粟田所说的停车休息地点就是那儿。  positive_prob: 0.788131  confidence: 0.529179  negative_prob: 0.211869  sentiment: 2.000000  
 原文:     “他当时是在工怍时间偷懒，应该找一个不引人注目的地方停车才对，这个地方也太显眼了吧？”汤川站在空旷的河边说。  positive_prob: 0.471421  confidence: 0.428420  negative_prob: 0.528579  sentiment: 1.000000  
 原文:     “粟田说的也不一定是真的。”草薙反驳道。  positive_prob: 0.255346  confidence: 0.432565  negative_prob: 0.744654  sentiment: 0.000000  
 原文:     “但如果他撒谎，这谎也撒得太圆了，因为事实上这样的地方的确存在。”  positive_prob: 0.123148  confidence: 0.726338  negative_prob: 0.876852  sentiment: 0.000000  
 原文:     可能他那天多次经过这里，我们向他要不在作案现场证明的时候，他马上就脱口而出了。”  positive_prob: 0.450483  confidence: 0.009655  negative_prob: 0.549517  sentiment: 1.000000  
 原文:     “怪不得，”汤川点了点头，仔细凝视着草薙的脸，“言之有理啊，你现在说话不也逐渐具有逻辑性了吗？”  positive_prob: 0.094963  confidence: 0.788971  negative_prob: 0.905037  sentiment: 0.000000  
 原文:     “你别老瞧不起我，这点问题对我们刑警来讲是常识。”  positive_prob: 0.249235  confidence: 0.446144  negative_prob: 0.750765  sentiment: 0.000000  
 原文:     “刚才不好意思了啊。但是，那栋建筑是什么？”汤川指着河对面的一栋黑色的建筑问。  positive_prob: 0.558830  confidence: 0.019621  negative_prob: 0.441170  sentiment: 2.000000  
 原文:     “那个啊，嗯……”草薙打开了地图，“是一家食品公司的工厂。”  positive_prob: 0.289184  confidence: 0.357369  negative_prob: 0.710816  sentiment: 0.000000  
 原文:     “要说能够看到这里有车，那家工厂的视角是最好的。”  positive_prob: 0.551722  confidence: 0.003826  negative_prob: 0.448278  sentiment: 2.000000  
 原文:     “是啊，哎呀……”草薙看着地图，好像忽然发现了什么。  positive_prob: 0.383059  confidence: 0.148759  negative_prob: 0.616941  sentiment: 0.000000  
 原文:     “怎么了？”  positive_prob: 0.248051  confidence: 0.448776  negative_prob: 0.751949  sentiment: 0.000000  
 原文:     “我在找上村宏住的公寓，好像就在这家工厂的对面。”  positive_prob: 0.552814  confidence: 0.006254  negative_prob: 0.447186  sentiment: 2.000000  
 原文:     “对面？”汤川抬头看看工厂，“可是，从公寓的窗户里不可能眺望到这里吧。”  positive_prob: 0.151500  confidence: 0.663332  negative_prob: 0.848500  sentiment: 0.000000  
 原文:     “总之，我们还是先去看看吧！”草薙说。  positive_prob: 0.287831  confidence: 0.360376  negative_prob: 0.712169  sentiment: 0.000000  
 原文:     刚按门铃，屋子里就传来了有人小跑的声音。很快房门就被打开了，里面露出一张晒得黝黑的男人的脸。  positive_prob: 0.220767  confidence: 0.509407  negative_prob: 0.779233  sentiment: 0.000000  
 原文:     “那个，你就是刚才打过电话的……”  positive_prob: 0.214442  confidence: 0.523463  negative_prob: 0.785558  sentiment: 0.000000  
 原文:     “我就是草薙.”草薙点了点头。  positive_prob: 0.268956  confidence: 0.402319  negative_prob: 0.731044  sentiment: 0.000000  
 原文:     “啊，你好！我是上村，一直在恭候你的到来。”男子露出笑脸，明快地说。草薙心想，自从他当警察以来，还是头一次受到如此热烈的欢迎。  positive_prob: 0.524243  confidence: 0.515145  negative_prob: 0.475757  sentiment: 1.000000  
 原文:     “你来得正好，幸亏今天早上电器修理工把我家的空调修好了，它一坏啊，我都工作不了了。”  positive_prob: 0.113455  confidence: 0.747878  negative_prob: 0.886545  sentiment: 0.000000  
 原文:     “有请！有请！”上村把草薙和汤川领到屋子里。厨房的桌子收拾得很干净，好像是刚刚紧急扫除后的样子。刚请他们两人坐下，上村马上又从冰箱里拿出大麦茶。  positive_prob: 0.436446  confidence: 0.030120  negative_prob: 0.563554  sentiment: 0.000000  
 原文:     草薙赶紧说：“你可别这么客气。”  positive_prob: 0.216242  confidence: 0.519461  negative_prob: 0.783758  sentiment: 0.000000  
 原文:     “没有女人的家啊就是脏，真不好意思。而且最近又被工作赶得更是没有时间收拾了。”上村在他们两人面前用很生疏的动作把大麦茶倒进玻璃杯里。  positive_prob: 0.030320  confidence: 0.932622  negative_prob: 0.969680  sentiment: 0.000000  
 原文:     “你太太呢？”  positive_prob: 0.304082  confidence: 0.324262  negative_prob: 0.695918  sentiment: 0.000000  
 原文:     “早走了，我和她已经离婚三年了。上村毫不忌讳地回答道。草薙若无其事地环顾四周。一件像装饰品的东西都没有，连书架也只是实用而已，还有那放着钢制厨柜的厨房让人觉得那里更像是办公室。碗橱里的餐具也少得让人吃惊。  positive_prob: 0.131690  confidence: 0.707355  negative_prob: 0.868310  sentiment: 0.000000  
 原文:     上村打开了旁边房间的隔扇，喊道：“警察叔叔来了，你快点出来一下！”  positive_prob: 0.327498  confidence: 0.272226  negative_prob: 0.672502  sentiment: 0.000000  
 原文:     里面传出一些响动，然后走出一个穿短裤的少年，很瘦弱，气色也不怎么好。少年看到草薙他们，马上说，“叔叔好！”  positive_prob: 0.268507  confidence: 0.403317  negative_prob: 0.731493  sentiment: 0.000000  
 原文:     上村介绍说他儿子的名字叫忠广。  positive_prob: 0.564901  confidence: 0.033114  negative_prob: 0.435099  sentiment: 2.000000  
 原文:     “恕我冒昧，你能给我看看那张画的原稿吗？”草薙问，“啊，好啊！”上村向另一个房间走去。过了一会儿，他拿着一本素描画册出来了，把它放在草薙他们面前，“就是这个。”  positive_prob: 0.124079  confidence: 0.724268  negative_prob: 0.875921  sentiment: 0.000000  
 原文:     “不好意思啦，我看看。”汤川伸手拿了过去。  positive_prob: 0.705507  confidence: 0.345572  negative_prob: 0.294493  sentiment: 2.000000  
 原文:     草薙也在旁边看那幅画。和照片上看到的一样，在灰色的背景下，一条略显白色的马路上停着一辆红色的汽车，那车是双油箱的，车顶白色，车胎很小，看起来的确像是Mini Cooper车。  positive_prob: 0.201300  confidence: 0.552666  negative_prob: 0.798700  sentiment: 0.000000  
 原文:     “画上的景色，不像是在堤坝附近啊，”汤川嘟囔道，“只是画了一辆红色的汽车而已。”  positive_prob: 0.563807  confidence: 0.030681  negative_prob: 0.436193  sentiment: 2.000000  
 原文:     “好像他本人打算画的就是那地方。”上村有点不悦地说。  positive_prob: 0.522888  confidence: 0.542245  negative_prob: 0.477112  sentiment: 1.000000  
 原文:     “我们有必要问问本人。”汤川对草薙说。草薙这时候才想起来，汤川最讨厌和小孩于说话了。  positive_prob: 0.228607  confidence: 0.491984  negative_prob: 0.771393  sentiment: 0.000000  
 原文:     草薙开始问那个低头坐在角落里的男孩：“你画的是哪儿啊？”  positive_prob: 0.111696  confidence: 0.751786  negative_prob: 0.888304  sentiment: 0.000000  
 原文:     少年低着头说了点什么，声音太小，根本听不见。  positive_prob: 0.075585  confidence: 0.832033  negative_prob: 0.924415  sentiment: 0.000000  
 原文:     “大点声，好好说话！”上村责备道。  positive_prob: 0.472828  confidence: 0.456555  negative_prob: 0.527172  sentiment: 1.000000  
 原文:     “河的……对面。”  positive_prob: 0.360733  confidence: 0.198372  negative_prob: 0.639267  sentiment: 0.000000  
 原文:     “河的对面？你没弄错？”  positive_prob: 0.145840  confidence: 0.675911  negative_prob: 0.854160  sentiment: 0.000000  
 原文:     听草薙这么一问，少年轻轻点了点头。  positive_prob: 0.353164  confidence: 0.215190  negative_prob: 0.646836  sentiment: 0.000000  
 原文:     “那么……应该是从这个房间的哪个方位看到的呢？”草薙环顾了一下四周。  positive_prob: 0.305499  confidence: 0.321114  negative_prob: 0.694501  sentiment: 0.000000  
 原文:     “应该是在那边。”说完，汤川指着卧室的方向。  positive_prob: 0.313772  confidence: 0.302730  negative_prob: 0.686228  sentiment: 0.000000  
 原文:     “是的，你们来这边看一下吧！”上村站了起来。  positive_prob: 0.406791  confidence: 0.096021  negative_prob: 0.593210  sentiment: 0.000000  
 原文:     虽说是间和式房间，但也很大。里面只有电视机和一套组合家具，窗户旁边铺了一套被褥。  positive_prob: 0.510990  confidence: 0.780203  negative_prob: 0.489010  sentiment: 1.000000  
 原文:     上村把窗户打开了，眼前马上出现了刚才他们看见的那家食品厂。由于它的阻挡，无法看到其他景物。  positive_prob: 0.460541  confidence: 0.210819  negative_prob: 0.539459  sentiment: 1.000000  
 原文:     “我想你们可能知道，工厂对面有一条河，”上村说，“我儿子说他看到的景物就在河对面！你们说的22日有没有Mini Cooper车停在那里，我想就是在那个地方。”  positive_prob: 0.167311  confidence: 0.628197  negative_prob: 0.832689  sentiment: 0.000000  
 原文:     “要说从这里可以看到堤坝，那也太……”  positive_prob: 0.370236  confidence: 0.177253  negative_prob: 0.629764  sentiment: 0.000000  
 原文:     “当然，从这里是不可能看到的，我儿子是从更高的地方看到的。”上村看了一眼忠广，“你把那时候的情形向警察叔叔汇报一下吧。”  positive_prob: 0.570023  confidence: 0.044495  negative_prob: 0.429977  sentiment: 2.000000  
 原文:     听父亲这么说，忠广就断断续续地讲起来，大意是说，他最近因为感冒而待在家里，一步都没有出门。22日那天早上。他一直在睡觉……最后他说到了关键内容。在他睡觉的时候，他突然觉得自己的身体在向上飘，飘得很高，看到了远方的景物。  positive_prob: 0.832565  confidence: 0.627923  negative_prob: 0.167435  sentiment: 2.000000  
 原文:     “你大概飘到什么高度了呢？”汤川在草薙的耳边嘀咕道。他的意思是让草薙问这个问题。  positive_prob: 0.063681  confidence: 0.858486  negative_prob: 0.936319  sentiment: 0.000000  
 原文:     “你飘的高度大约有多少呢？到房顶那么高吗？”  positive_prob: 0.173009  confidence: 0.615535  negative_prob: 0.826991  sentiment: 0.000000  
 原文:     “嗯……”忠广迟疑了一会儿。  positive_prob: 0.419275  confidence: 0.068278  negative_prob: 0.580725  sentiment: 0.000000  
 原文:     “你说清楚点。”上村在旁边催道，“本来就是真事，你就老老实实地说。你是从窗户飞出去的吧？”  positive_prob: 0.029633  confidence: 0.934149  negative_prob: 0.970367  sentiment: 0.000000  
 原文:     “啊？从窗户？”草薙很吃惊地看着少年，“真的吗？”  positive_prob: 0.244225  confidence: 0.457277  negative_prob: 0.755775  sentiment: 0.000000  
 原文:     “嗯，”忠广一边挠着肚子一边说，“身体轻飘飘的，就飘到窗户外面去了，飘得比这家工厂还要高，然后就看到河的那边了。”  positive_prob: 0.166095  confidence: 0.630900  negative_prob: 0.833905  sentiment: 0.000000  
 原文:     “然后呢？”草薙问。  positive_prob: 0.288871  confidence: 0.358065  negative_prob: 0.711129  sentiment: 0.000000  
 原文:     “我心想，这也太奇怪了，就开始下降，后来又回到了房间里。等我恢复意识的时候，发现自己还躺在褥子上。我知道身边有本素描画册，就随手把自己在空中看到的景物画了下来。”  positive_prob: 0.198598  confidence: 0.558672  negative_prob: 0.801402  sentiment: 0.000000  
 原文:     “那是发生在下午两点左右的事情。”上村插言道，“没错，恰巧这个时候邻居竹田女士来我家了，她也一起看了这张画。你们可以找她确认一下。”  positive_prob: 0.363333  confidence: 0.192592  negative_prob: 0.636667  sentiment: 0.000000  
 原文:     草薤点点头，向窗外望去，心想，他的话不能让人信服，但是少年所画的画却是真的。  positive_prob: 0.247512  confidence: 0.449973  negative_prob: 0.752488  sentiment: 0.000000  
 原文:     “没有再到那家工厂里去确认的必要了吧！”  positive_prob: 0.090320  confidence: 0.799290  negative_prob: 0.909680  sentiment: 0.000000  
 原文:     汤川看着食品工厂说：“能在正面看到大门吗？在搬运大型设备的时候，门应该是打开的。我们还是应该先去调查一下，在7月22日那扇大门有没有被打开。”  positive_prob: 0.059016  confidence: 0.868853  negative_prob: 0.940984  sentiment: 0.000000  
 原文:     “如果打开又怎么样呢？”  positive_prob: 0.267660  confidence: 0.405199  negative_prob: 0.732340  sentiment: 0.000000  
 原文:     “刚才我们不是已经勘察堤坝了吗，那工厂在朝着河的一面，也有大门。如果两侧大门同时打开，那么工厂整个就变成了一个大管道，从这一侧就可以看到另一侧。”  positive_prob: 0.204354  confidence: 0.545880  negative_prob: 0.795646  sentiment: 0.000000  
 原文:     “啊，有道理。好，我马上去确认一下。”草薙在工作日志上做了备注。  positive_prob: 0.680485  confidence: 0.289968  negative_prob: 0.319514  sentiment: 2.000000  
 原文:     “请你等一下！”上村语气生硬地问，“你们是不是误解了，以为我儿子的灵魂是通过工厂敞开的大门看到那些景物的？”  positive_prob: 0.079617  confidence: 0.823073  negative_prob: 0.920383  sentiment: 0.000000  
 原文:     “我们觉得这也是可能性之一。”  positive_prob: 0.437522  confidence: 0.027728  negative_prob: 0.562478  sentiment: 0.000000  
 原文:     对于汤川的回答，上村用力摇了摇头。  positive_prob: 0.161094  confidence: 0.642015  negative_prob: 0.838907  sentiment: 0.000000  
 原文:     “不可能！Mini Cooper车停靠的位置是在工厂的下方，即使工厂的大门开着，从我家窗户能看到的也只能是比堤坝高的地方啊。如果你们还有什么怀疑的话，测量一下或者什么的都可以。”  positive_prob: 0.045303  confidence: 0.899327  negative_prob: 0.954697  sentiment: 0.000000  
 原文:     “对，应该简单测量一下。”汤川很干脆地说。无论对方多么感情用事，自己也绝对不能乱了方寸，这就是这个男人的个性。  positive_prob: 0.556122  confidence: 0.013605  negative_prob: 0.443878  sentiment: 2.000000  
 原文:     上村又返回厨房，把那张画拿了回来。  positive_prob: 0.471659  confidence: 0.433181  negative_prob: 0.528341  sentiment: 1.000000  
 原文:     “你再看看这张画，白色的车顶画得多清晰啊！我觉得只有从上往下看，才能画得出这样的画。难道不是这样吗？”  positive_prob: 0.271787  confidence: 0.396028  negative_prob: 0.728213  sentiment: 0.000000  
 原文:     汤川目光落在素描画册上，但一直缄默不语。为了能合理地解释这种现象，各种假设应该正在他脑海中交织着。草薙也在这么祈祷着。  positive_prob: 0.577951  confidence: 0.062114  negative_prob: 0.422049  sentiment: 2.000000  
 原文:     正在这个时候，不知道从房间的什么地方传来了电话铃声。上村说了声“抱歉”就走出了卧室。  positive_prob: 0.236380  confidence: 0.474710  negative_prob: 0.763620  sentiment: 0.000000  
 原文:     “怎么样，汤川？”草薙放低了声音，“能想办法解释清楚吗？”  positive_prob: 0.041188  confidence: 0.908471  negative_prob: 0.958812  sentiment: 0.000000  
 原文:     但是汤川没有对此做答，而是向缩在角落里的忠广提问：“以前也发生过这样的事情吗？”  positive_prob: 0.042808  confidence: 0.904871  negative_prob: 0.957192  sentiment: 0.000000  
 原文:     特别讨厌小孩子的他，能够和小孩子搭话，真是罕见啊。忠广轻轻地摇了摇头，好像是很胆怯似的追着父亲跑了出去。  positive_prob: 0.298771  confidence: 0.336064  negative_prob: 0.701229  sentiment: 0.000000  
